Serial Number: 1642-0005
Battery Status: 90.9 %
Description: 39-78
Product Code: EI-HS-D-32-L
Index	Elapsed  Time	Date	Time	Air Temp ( XC)	Humidity (%RH)
1077	 01:47:36	2024/2/6	 U   03:58:36	22.3	61.5
1078	 01:47:42	2024/2/6	 U   03:58:42	22.3	61.5
1079	 01:47:48	2024/2/6	 U   03:58:48	22.3	61.6
1080	 01:47:54	2024/2/6	 U   03:58:54	22.3	61.6
1081	 01:48:00	2024/2/6	 U   03:59:00	22.3	61.6
1082	 01:48:06	2024/2/6	 U   03:59:06	22.3	61.7
1083	 01:48:12	2024/2/6	 U   03:59:12	22.3	61.7
1084	 01:48:18	2024/2/6	 U   03:59:18	22.3	61.7
1085	 01:48:24	2024/2/6	 U   03:59:24	22.3	61.9
1086	 01:48:30	2024/2/6	 U   03:59:30	22.3	62.0
1087	 01:48:36	2024/2/6	 U   03:59:36	22.3	62.0
1088	 01:48:42	2024/2/6	 U   03:59:42	22.3	62.1
1089	 01:48:48	2024/2/6	 U   03:59:48	22.3	62.2
1090	 01:48:54	2024/2/6	 U   03:59:54	22.3	62.2
1091	 01:49:00	2024/2/6	 U   04:00:00	22.3	62.2
1092	 01:49:06	2024/2/6	 U   04:00:06	22.3	62.2
1093	 01:49:12	2024/2/6	 U   04:00:12	22.3	62.2
1094	 01:49:18	2024/2/6	 U   04:00:18	22.3	62.2
1095	 01:49:24	2024/2/6	 U   04:00:24	22.3	62.2
1096	 01:49:30	2024/2/6	 U   04:00:30	22.3	62.2
1097	 01:49:36	2024/2/6	 U   04:00:36	22.3	62.2
1098	 01:49:42	2024/2/6	 U   04:00:42	22.3	62.2
1099	 01:49:48	2024/2/6	 U   04:00:48	22.3	62.3
1100	 01:49:54	2024/2/6	 U   04:00:54	22.3	62.3
1101	 01:50:00	2024/2/6	 U   04:01:00	22.3	62.3
1102	 01:50:06	2024/2/6	 U   04:01:06	22.3	62.3
1103	 01:50:12	2024/2/6	 U   04:01:12	22.3	62.4
1104	 01:50:18	2024/2/6	 U   04:01:18	22.3	62.4
1105	 01:50:24	2024/2/6	 U   04:01:24	22.3	62.4
1106	 01:50:30	2024/2/6	 U   04:01:30	22.3	62.4
1107	 01:50:36	2024/2/6	 U   04:01:36	22.3	62.4
1108	 01:50:42	2024/2/6	 U   04:01:42	22.3	62.4
1109	 01:50:48	2024/2/6	 U   04:01:48	22.3	62.5
1110	 01:50:54	2024/2/6	 U   04:01:54	22.3	62.7
1111	 01:51:00	2024/2/6	 U   04:02:00	22.3	62.8
1112	 01:51:06	2024/2/6	 U   04:02:06	22.3	62.7
1113	 01:51:12	2024/2/6	 U   04:02:12	22.3	62.7
1114	 01:51:18	2024/2/6	 U   04:02:18	22.3	62.8
1115	 01:51:24	2024/2/6	 U   04:02:24	22.3	62.9
1116	 01:51:30	2024/2/6	 U   04:02:30	22.3	62.9
1117	 01:51:36	2024/2/6	 U   04:02:36	22.3	62.9
1118	 01:51:42	2024/2/6	 U   04:02:42	22.3	62.9
1119	 01:51:48	2024/2/6	 U   04:02:48	22.3	62.9
1120	 01:51:54	2024/2/6	 U   04:02:54	22.3	62.9
1121	 01:52:00	2024/2/6	 U   04:03:00	22.3	62.9
1122	 01:52:06	2024/2/6	 U   04:03:06	22.3	62.9
1123	 01:52:12	2024/2/6	 U   04:03:12	22.3	62.9
1124	 01:52:18	2024/2/6	 U   04:03:18	22.3	62.9
1125	 01:52:24	2024/2/6	 U   04:03:24	22.3	62.9
1126	 01:52:30	2024/2/6	 U   04:03:30	22.3	62.9
1127	 01:52:36	2024/2/6	 U   04:03:36	22.3	62.9
1128	 01:52:42	2024/2/6	 U   04:03:42	22.3	62.9
1129	 01:52:48	2024/2/6	 U   04:03:48	22.3	62.9
1130	 01:52:54	2024/2/6	 U   04:03:54	22.3	62.9
1131	 01:53:00	2024/2/6	 U   04:04:00	22.3	62.9
1132	 01:53:06	2024/2/6	 U   04:04:06	22.3	62.9
1133	 01:53:12	2024/2/6	 U   04:04:12	22.3	62.9
1134	 01:53:18	2024/2/6	 U   04:04:18	22.3	62.8
1135	 01:53:24	2024/2/6	 U   04:04:24	22.3	62.9
1136	 01:53:30	2024/2/6	 U   04:04:30	22.3	62.9
1137	 01:53:36	2024/2/6	 U   04:04:36	22.3	62.9
1138	 01:53:42	2024/2/6	 U   04:04:42	22.3	62.9
1139	 01:53:48	2024/2/6	 U   04:04:48	22.3	62.9
1140	 01:53:54	2024/2/6	 U   04:04:54	22.3	62.9
1141	 01:54:00	2024/2/6	 U   04:05:00	22.3	62.9
1142	 01:54:06	2024/2/6	 U   04:05:06	22.3	62.9
1143	 01:54:12	2024/2/6	 U   04:05:12	22.3	62.9
1144	 01:54:18	2024/2/6	 U   04:05:18	22.3	62.9
1145	 01:54:24	2024/2/6	 U   04:05:24	22.3	62.9
1146	 01:54:30	2024/2/6	 U   04:05:30	22.3	62.9
1147	 01:54:36	2024/2/6	 U   04:05:36	22.3	62.9
1148	 01:54:42	2024/2/6	 U   04:05:42	22.3	62.9
1149	 01:54:48	2024/2/6	 U   04:05:48	22.3	62.9
1150	 01:54:54	2024/2/6	 U   04:05:54	22.3	62.9
1151	 01:55:00	2024/2/6	 U   04:06:00	22.3	62.9
1152	 01:55:06	2024/2/6	 U   04:06:06	22.3	62.9
1153	 01:55:12	2024/2/6	 U   04:06:12	22.3	62.8
1154	 01:55:18	2024/2/6	 U   04:06:18	22.3	62.8
1155	 01:55:24	2024/2/6	 U   04:06:24	22.3	62.9
1156	 01:55:30	2024/2/6	 U   04:06:30	22.3	62.9
1157	 01:55:36	2024/2/6	 U   04:06:36	22.3	62.8
1158	 01:55:42	2024/2/6	 U   04:06:42	22.3	62.8
1159	 01:55:48	2024/2/6	 U   04:06:48	22.3	62.8
1160	 01:55:54	2024/2/6	 U   04:06:54	22.3	62.6
1161	 01:56:00	2024/2/6	 U   04:07:00	22.3	62.7
1162	 01:56:06	2024/2/6	 U   04:07:06	22.3	62.7
1163	 01:56:12	2024/2/6	 U   04:07:12	22.3	62.6
1164	 01:56:18	2024/2/6	 U   04:07:18	22.3	62.6
1165	 01:56:24	2024/2/6	 U   04:07:24	22.3	62.7
1166	 01:56:30	2024/2/6	 U   04:07:30	22.3	62.6
1167	 01:56:36	2024/2/6	 U   04:07:36	22.3	62.6
1168	 01:56:42	2024/2/6	 U   04:07:42	22.3	62.6
1169	 01:56:48	2024/2/6	 U   04:07:48	22.3	62.6
1170	 01:56:54	2024/2/6	 U   04:07:54	22.3	62.7
1171	 01:57:00	2024/2/6	 U   04:08:00	22.3	62.6
1172	 01:57:06	2024/2/6	 U   04:08:06	22.3	62.6
1173	 01:57:12	2024/2/6	 U   04:08:12	22.3	62.6
1174	 01:57:18	2024/2/6	 U   04:08:18	22.3	62.6
1175	 01:57:24	2024/2/6	 U   04:08:24	22.3	62.6
1176	 01:57:30	2024/2/6	 U   04:08:30	22.3	62.6
1177	 01:57:36	2024/2/6	 U   04:08:36	22.3	62.6
1178	 01:57:42	2024/2/6	 U   04:08:42	22.3	62.6
1179	 01:57:48	2024/2/6	 U   04:08:48	22.3	62.5
1180	 01:57:54	2024/2/6	 U   04:08:54	22.3	62.5
1181	 01:58:00	2024/2/6	 U   04:09:00	22.3	62.5
1182	 01:58:06	2024/2/6	 U   04:09:06	22.3	62.5
1183	 01:58:12	2024/2/6	 U   04:09:12	22.3	62.5
1184	 01:58:18	2024/2/6	 U   04:09:18	22.3	62.5
1185	 01:58:24	2024/2/6	 U   04:09:24	22.3	62.6
1186	 01:58:30	2024/2/6	 U   04:09:30	22.3	62.6
1187	 01:58:36	2024/2/6	 U   04:09:36	22.3	62.6
1188	 01:58:42	2024/2/6	 U   04:09:42	22.3	62.6
1189	 01:58:48	2024/2/6	 U   04:09:48	22.3	62.6
1190	 01:58:54	2024/2/6	 U   04:09:54	22.3	62.6
1191	 01:59:00	2024/2/6	 U   04:10:00	22.3	62.5
1192	 01:59:06	2024/2/6	 U   04:10:06	22.3	62.5
1193	 01:59:12	2024/2/6	 U   04:10:12	22.3	62.5
1194	 01:59:18	2024/2/6	 U   04:10:18	22.3	62.5
1195	 01:59:24	2024/2/6	 U   04:10:24	22.3	62.5
1196	 01:59:30	2024/2/6	 U   04:10:30	22.3	62.5
1197	 01:59:36	2024/2/6	 U   04:10:36	22.3	62.5
1198	 01:59:42	2024/2/6	 U   04:10:42	22.3	62.5
1199	 01:59:48	2024/2/6	 U   04:10:48	22.3	62.5
1200	 01:59:54	2024/2/6	 U   04:10:54	22.3	62.5
1201	 02:00:00	2024/2/6	 U   04:11:00	22.3	62.5
1202	 02:00:06	2024/2/6	 U   04:11:06	22.3	62.5
1203	 02:00:12	2024/2/6	 U   04:11:12	22.3	62.5
1204	 02:00:18	2024/2/6	 U   04:11:18	22.3	62.5
1205	 02:00:24	2024/2/6	 U   04:11:24	22.3	62.5
1206	 02:00:30	2024/2/6	 U   04:11:30	22.3	62.5
1207	 02:00:36	2024/2/6	 U   04:11:36	22.3	62.6
1208	 02:00:42	2024/2/6	 U   04:11:42	22.3	62.6
1209	 02:00:48	2024/2/6	 U   04:11:48	22.3	62.6
1210	 02:00:54	2024/2/6	 U   04:11:54	22.3	62.6
1211	 02:01:00	2024/2/6	 U   04:12:00	22.3	62.5
1212	 02:01:06	2024/2/6	 U   04:12:06	22.3	62.5
1213	 02:01:12	2024/2/6	 U   04:12:12	22.3	62.5
1214	 02:01:18	2024/2/6	 U   04:12:18	22.3	62.5
1215	 02:01:24	2024/2/6	 U   04:12:24	22.3	62.5
1216	 02:01:30	2024/2/6	 U   04:12:30	22.3	62.5
1217	 02:01:36	2024/2/6	 U   04:12:36	22.3	62.5
1218	 02:01:42	2024/2/6	 U   04:12:42	22.3	62.5
1219	 02:01:48	2024/2/6	 U   04:12:48	22.3	62.5
1220	 02:01:54	2024/2/6	 U   04:12:54	22.3	62.4
1221	 02:02:00	2024/2/6	 U   04:13:00	22.3	62.4
1222	 02:02:06	2024/2/6	 U   04:13:06	22.3	62.4
1223	 02:02:12	2024/2/6	 U   04:13:12	22.3	62.4
1224	 02:02:18	2024/2/6	 U   04:13:18	22.3	62.4
1225	 02:02:24	2024/2/6	 U   04:13:24	22.3	62.4
1226	 02:02:30	2024/2/6	 U   04:13:30	22.3	62.4
1227	 02:02:36	2024/2/6	 U   04:13:36	22.3	62.4
1228	 02:02:42	2024/2/6	 U   04:13:42	22.3	62.4
1229	 02:02:48	2024/2/6	 U   04:13:48	22.3	62.5
1230	 02:02:54	2024/2/6	 U   04:13:54	22.3	62.5
1231	 02:03:00	2024/2/6	 U   04:14:00	22.3	62.5
1232	 02:03:06	2024/2/6	 U   04:14:06	22.3	62.5
1233	 02:03:12	2024/2/6	 U   04:14:12	22.3	62.5
1234	 02:03:18	2024/2/6	 U   04:14:18	22.3	62.5
1235	 02:03:24	2024/2/6	 U   04:14:24	22.3	62.4
1236	 02:03:30	2024/2/6	 U   04:14:30	22.3	62.4
1237	 02:03:36	2024/2/6	 U   04:14:36	22.3	62.5
1238	 02:03:42	2024/2/6	 U   04:14:42	22.3	62.5
1239	 02:03:48	2024/2/6	 U   04:14:48	22.3	62.5
1240	 02:03:54	2024/2/6	 U   04:14:54	22.3	62.5
1241	 02:04:00	2024/2/6	 U   04:15:00	22.3	62.5
1242	 02:04:06	2024/2/6	 U   04:15:06	22.3	62.5
1243	 02:04:12	2024/2/6	 U   04:15:12	22.3	62.5
1244	 02:04:18	2024/2/6	 U   04:15:18	22.3	62.5
1245	 02:04:24	2024/2/6	 U   04:15:24	22.3	62.5
1246	 02:04:30	2024/2/6	 U   04:15:30	22.3	62.5
1247	 02:04:36	2024/2/6	 U   04:15:36	22.3	62.6
1248	 02:04:42	2024/2/6	 U   04:15:42	22.3	62.5
1249	 02:04:48	2024/2/6	 U   04:15:48	22.3	62.5
1250	 02:04:54	2024/2/6	 U   04:15:54	22.3	62.5
1251	 02:05:00	2024/2/6	 U   04:16:00	22.3	62.5
1252	 02:05:06	2024/2/6	 U   04:16:06	22.3	62.5
1253	 02:05:12	2024/2/6	 U   04:16:12	22.3	62.5
1254	 02:05:18	2024/2/6	 U   04:16:18	22.3	62.5
1255	 02:05:24	2024/2/6	 U   04:16:24	22.3	62.5
1256	 02:05:30	2024/2/6	 U   04:16:30	22.3	62.5
1257	 02:05:36	2024/2/6	 U   04:16:36	22.3	62.5
1258	 02:05:42	2024/2/6	 U   04:16:42	22.3	62.5
1259	 02:05:48	2024/2/6	 U   04:16:48	22.3	62.5
1260	 02:05:54	2024/2/6	 U   04:16:54	22.3	62.5
1261	 02:06:00	2024/2/6	 U   04:17:00	22.3	62.5
1262	 02:06:06	2024/2/6	 U   04:17:06	22.3	62.4
1263	 02:06:12	2024/2/6	 U   04:17:12	22.3	62.4
1264	 02:06:18	2024/2/6	 U   04:17:18	22.4	62.5
1265	 02:06:24	2024/2/6	 U   04:17:24	22.4	62.5
1266	 02:06:30	2024/2/6	 U   04:17:30	22.4	62.5
1267	 02:06:36	2024/2/6	 U   04:17:36	22.4	62.5
1268	 02:06:42	2024/2/6	 U   04:17:42	22.3	62.5
1269	 02:06:48	2024/2/6	 U   04:17:48	22.3	62.5
1270	 02:06:54	2024/2/6	 U   04:17:54	22.3	62.4
1271	 02:07:00	2024/2/6	 U   04:18:00	22.3	62.4
1272	 02:07:06	2024/2/6	 U   04:18:06	22.3	62.4
1273	 02:07:12	2024/2/6	 U   04:18:12	22.3	62.4
1274	 02:07:18	2024/2/6	 U   04:18:18	22.3	62.4
1275	 02:07:24	2024/2/6	 U   04:18:24	22.3	62.4
1276	 02:07:30	2024/2/6	 U   04:18:30	22.3	62.3
1277	 02:07:36	2024/2/6	 U   04:18:36	22.3	62.3
1278	 02:07:42	2024/2/6	 U   04:18:42	22.3	62.3
1279	 02:07:48	2024/2/6	 U   04:18:48	22.3	62.3
1280	 02:07:54	2024/2/6	 U   04:18:54	22.3	62.3
1281	 02:08:00	2024/2/6	 U   04:19:00	22.3	62.2
1282	 02:08:06	2024/2/6	 U   04:19:06	22.3	62.1
1283	 02:08:12	2024/2/6	 U   04:19:12	22.3	62.1
1284	 02:08:18	2024/2/6	 U   04:19:18	22.3	62.1
1285	 02:08:24	2024/2/6	 U   04:19:24	22.3	62.0
1286	 02:08:30	2024/2/6	 U   04:19:30	22.3	62.0
1287	 02:08:36	2024/2/6	 U   04:19:36	22.3	61.9
1288	 02:08:42	2024/2/6	 U   04:19:42	22.3	62.0
1289	 02:08:48	2024/2/6	 U   04:19:48	22.3	62.0
1290	 02:08:54	2024/2/6	 U   04:19:54	22.3	62.0
1291	 02:09:00	2024/2/6	 U   04:20:00	22.3	62.0
1292	 02:09:06	2024/2/6	 U   04:20:06	22.3	61.9
1293	 02:09:12	2024/2/6	 U   04:20:12	22.3	61.7
1294	 02:09:18	2024/2/6	 U   04:20:18	22.3	61.7
1295	 02:09:24	2024/2/6	 U   04:20:24	22.3	61.6
1296	 02:09:30	2024/2/6	 U   04:20:30	22.3	61.5
1297	 02:09:36	2024/2/6	 U   04:20:36	22.3	61.3
1298	 02:09:42	2024/2/6	 U   04:20:42	22.3	61.2
1299	 02:09:48	2024/2/6	 U   04:20:48	22.3	61.1
1300	 02:09:54	2024/2/6	 U   04:20:54	22.3	61.1
1301	 02:10:00	2024/2/6	 U   04:21:00	22.3	61.1
1302	 02:10:06	2024/2/6	 U   04:21:06	22.3	61.0
1303	 02:10:12	2024/2/6	 U   04:21:12	22.3	61.0
1304	 02:10:18	2024/2/6	 U   04:21:18	22.3	61.0
1305	 02:10:24	2024/2/6	 U   04:21:24	22.3	61.1
1306	 02:10:30	2024/2/6	 U   04:21:30	22.3	61.0
1307	 02:10:36	2024/2/6	 U   04:21:36	22.3	61.0
1308	 02:10:42	2024/2/6	 U   04:21:42	22.3	61.0
1309	 02:10:48	2024/2/6	 U   04:21:48	22.3	61.0
1310	 02:10:54	2024/2/6	 U   04:21:54	22.3	61.0
1311	 02:11:00	2024/2/6	 U   04:22:00	22.3	61.0
1312	 02:11:06	2024/2/6	 U   04:22:06	22.3	61.1
1313	 02:11:12	2024/2/6	 U   04:22:12	22.3	61.1
1314	 02:11:18	2024/2/6	 U   04:22:18	22.3	61.1
1315	 02:11:24	2024/2/6	 U   04:22:24	22.3	61.0
1316	 02:11:30	2024/2/6	 U   04:22:30	22.2	61.0
1317	 02:11:36	2024/2/6	 U   04:22:36	22.2	60.9
1318	 02:11:42	2024/2/6	 U   04:22:42	22.2	60.8
1319	 02:11:48	2024/2/6	 U   04:22:48	22.2	60.8
1320	 02:11:54	2024/2/6	 U   04:22:54	22.2	60.7
1321	 02:12:00	2024/2/6	 U   04:23:00	22.2	60.7
1322	 02:12:06	2024/2/6	 U   04:23:06	22.2	60.8
1323	 02:12:12	2024/2/6	 U   04:23:12	22.2	60.8
1324	 02:12:18	2024/2/6	 U   04:23:18	22.2	60.9
1325	 02:12:24	2024/2/6	 U   04:23:24	22.2	60.9
1326	 02:12:30	2024/2/6	 U   04:23:30	22.2	61.0
1327	 02:12:36	2024/2/6	 U   04:23:36	22.2	61.0
1328	 02:12:42	2024/2/6	 U   04:23:42	22.2	61.0
1329	 02:12:48	2024/2/6	 U   04:23:48	22.2	61.0
1330	 02:12:54	2024/2/6	 U   04:23:54	22.2	61.0
1331	 02:13:00	2024/2/6	 U   04:24:00	22.2	61.1
1332	 02:13:06	2024/2/6	 U   04:24:06	22.2	61.1
1333	 02:13:12	2024/2/6	 U   04:24:12	22.2	61.2
1334	 02:13:18	2024/2/6	 U   04:24:18	22.2	61.2
1335	 02:13:24	2024/2/6	 U   04:24:24	22.2	61.2
1336	 02:13:30	2024/2/6	 U   04:24:30	22.2	61.2
1337	 02:13:36	2024/2/6	 U   04:24:36	22.2	61.3
1338	 02:13:42	2024/2/6	 U   04:24:42	22.2	61.3
1339	 02:13:48	2024/2/6	 U   04:24:48	22.2	61.4
1340	 02:13:54	2024/2/6	 U   04:24:54	22.2	61.4
1341	 02:14:00	2024/2/6	 U   04:25:00	22.2	61.6
1342	 02:14:06	2024/2/6	 U   04:25:06	22.2	61.8
1343	 02:14:12	2024/2/6	 U   04:25:12	22.2	61.9
1344	 02:14:18	2024/2/6	 U   04:25:18	22.2	61.9
1345	 02:14:24	2024/2/6	 U   04:25:24	22.2	62.0
1346	 02:14:30	2024/2/6	 U   04:25:30	22.2	62.1
1347	 02:14:36	2024/2/6	 U   04:25:36	22.2	62.2
1348	 02:14:42	2024/2/6	 U   04:25:42	22.2	62.2
1349	 02:14:48	2024/2/6	 U   04:25:48	22.2	62.3
1350	 02:14:54	2024/2/6	 U   04:25:54	22.2	62.2
1351	 02:15:00	2024/2/6	 U   04:26:00	22.2	62.2
1352	 02:15:06	2024/2/6	 U   04:26:06	22.2	62.2
1353	 02:15:12	2024/2/6	 U   04:26:12	22.2	62.2
1354	 02:15:18	2024/2/6	 U   04:26:18	22.2	62.3
1355	 02:15:24	2024/2/6	 U   04:26:24	22.2	62.3
1356	 02:15:30	2024/2/6	 U   04:26:30	22.2	62.3
1357	 02:15:36	2024/2/6	 U   04:26:36	22.2	62.3
1358	 02:15:42	2024/2/6	 U   04:26:42	22.2	62.4
1359	 02:15:48	2024/2/6	 U   04:26:48	22.2	62.4
1360	 02:15:54	2024/2/6	 U   04:26:54	22.2	62.4
1361	 02:16:00	2024/2/6	 U   04:27:00	22.2	62.4
1362	 02:16:06	2024/2/6	 U   04:27:06	22.2	62.5
1363	 02:16:12	2024/2/6	 U   04:27:12	22.2	62.5
1364	 02:16:18	2024/2/6	 U   04:27:18	22.2	62.5
1365	 02:16:24	2024/2/6	 U   04:27:24	22.2	62.6
1366	 02:16:30	2024/2/6	 U   04:27:30	22.2	62.7
1367	 02:16:36	2024/2/6	 U   04:27:36	22.2	62.8
1368	 02:16:42	2024/2/6	 U   04:27:42	22.2	62.8
1369	 02:16:48	2024/2/6	 U   04:27:48	22.2	62.8
1370	 02:16:54	2024/2/6	 U   04:27:54	22.2	62.8
1371	 02:17:00	2024/2/6	 U   04:28:00	22.2	62.8
1372	 02:17:06	2024/2/6	 U   04:28:06	22.2	62.8
1373	 02:17:12	2024/2/6	 U   04:28:12	22.2	62.8
1374	 02:17:18	2024/2/6	 U   04:28:18	22.2	62.8
1375	 02:17:24	2024/2/6	 U   04:28:24	22.2	62.8
1376	 02:17:30	2024/2/6	 U   04:28:30	22.2	62.9
1377	 02:17:36	2024/2/6	 U   04:28:36	22.3	63.1
1378	 02:17:42	2024/2/6	 U   04:28:42	22.2	63.2
1379	 02:17:48	2024/2/6	 U   04:28:48	22.2	63.0
1380	 02:17:54	2024/2/6	 U   04:28:54	22.3	63.1
1381	 02:18:00	2024/2/6	 U   04:29:00	22.2	63.1
1382	 02:18:06	2024/2/6	 U   04:29:06	22.2	63.0
1383	 02:18:12	2024/2/6	 U   04:29:12	22.2	63.0
1384	 02:18:18	2024/2/6	 U   04:29:18	22.2	63.1
1385	 02:18:24	2024/2/6	 U   04:29:24	22.2	63.1
1386	 02:18:30	2024/2/6	 U   04:29:30	22.2	63.1
1387	 02:18:36	2024/2/6	 U   04:29:36	22.2	63.1
1388	 02:18:42	2024/2/6	 U   04:29:42	22.2	63.1
1389	 02:18:48	2024/2/6	 U   04:29:48	22.2	63.2
1390	 02:18:54	2024/2/6	 U   04:29:54	22.2	63.2
1391	 02:19:00	2024/2/6	 U   04:30:00	22.2	63.2
1392	 02:19:06	2024/2/6	 U   04:30:06	22.2	63.2
1393	 02:19:12	2024/2/6	 U   04:30:12	22.2	63.2
1394	 02:19:18	2024/2/6	 U   04:30:18	22.2	63.2
1395	 02:19:24	2024/2/6	 U   04:30:24	22.2	63.2
1396	 02:19:30	2024/2/6	 U   04:30:30	22.2	63.2
1397	 02:19:36	2024/2/6	 U   04:30:36	22.2	63.3
1398	 02:19:42	2024/2/6	 U   04:30:42	22.2	63.3
1399	 02:19:48	2024/2/6	 U   04:30:48	22.2	63.2
1400	 02:19:54	2024/2/6	 U   04:30:54	22.2	63.2
1401	 02:20:00	2024/2/6	 U   04:31:00	22.2	63.2
1402	 02:20:06	2024/2/6	 U   04:31:06	22.2	63.2
1403	 02:20:12	2024/2/6	 U   04:31:12	22.2	63.2
1404	 02:20:18	2024/2/6	 U   04:31:18	22.2	63.2
1405	 02:20:24	2024/2/6	 U   04:31:24	22.2	63.2
1406	 02:20:30	2024/2/6	 U   04:31:30	22.2	63.2
1407	 02:20:36	2024/2/6	 U   04:31:36	22.2	63.2
1408	 02:20:42	2024/2/6	 U   04:31:42	22.2	63.2
1409	 02:20:48	2024/2/6	 U   04:31:48	22.2	63.0
1410	 02:20:54	2024/2/6	 U   04:31:54	22.2	63.1
1411	 02:21:00	2024/2/6	 U   04:32:00	22.2	63.1
1412	 02:21:06	2024/2/6	 U   04:32:06	22.2	63.1
1413	 02:21:12	2024/2/6	 U   04:32:12	22.2	63.1
1414	 02:21:18	2024/2/6	 U   04:32:18	22.2	63.1
1415	 02:21:24	2024/2/6	 U   04:32:24	22.2	63.0
1416	 02:21:30	2024/2/6	 U   04:32:30	22.2	63.0
1417	 02:21:36	2024/2/6	 U   04:32:36	22.2	63.1
1418	 02:21:42	2024/2/6	 U   04:32:42	22.2	63.1
1419	 02:21:48	2024/2/6	 U   04:32:48	22.2	63.1
1420	 02:21:54	2024/2/6	 U   04:32:54	22.2	63.0
1421	 02:22:00	2024/2/6	 U   04:33:00	22.2	63.0
1422	 02:22:06	2024/2/6	 U   04:33:06	22.2	63.0
1423	 02:22:12	2024/2/6	 U   04:33:12	22.2	63.0
1424	 02:22:18	2024/2/6	 U   04:33:18	22.2	63.0
1425	 02:22:24	2024/2/6	 U   04:33:24	22.2	63.0
1426	 02:22:30	2024/2/6	 U   04:33:30	22.2	63.0
1427	 02:22:36	2024/2/6	 U   04:33:36	22.2	62.9
1428	 02:22:42	2024/2/6	 U   04:33:42	22.2	62.9
1429	 02:22:48	2024/2/6	 U   04:33:48	22.2	62.9
1430	 02:22:54	2024/2/6	 U   04:33:54	22.2	62.9
1431	 02:23:00	2024/2/6	 U   04:34:00	22.2	62.9
1432	 02:23:06	2024/2/6	 U   04:34:06	22.2	62.9
1433	 02:23:12	2024/2/6	 U   04:34:12	22.2	62.8
1434	 02:23:18	2024/2/6	 U   04:34:18	22.2	62.8
1435	 02:23:24	2024/2/6	 U   04:34:24	22.2	62.8
1436	 02:23:30	2024/2/6	 U   04:34:30	22.2	62.8
1437	 02:23:36	2024/2/6	 U   04:34:36	22.2	62.8
1438	 02:23:42	2024/2/6	 U   04:34:42	22.2	62.8
1439	 02:23:48	2024/2/6	 U   04:34:48	22.2	62.8
1440	 02:23:54	2024/2/6	 U   04:34:54	22.2	62.8
1441	 02:24:00	2024/2/6	 U   04:35:00	22.2	62.8
1442	 02:24:06	2024/2/6	 U   04:35:06	22.2	62.8
1443	 02:24:12	2024/2/6	 U   04:35:12	22.2	62.8
1444	 02:24:18	2024/2/6	 U   04:35:18	22.2	62.8
1445	 02:24:24	2024/2/6	 U   04:35:24	22.2	62.8
1446	 02:24:30	2024/2/6	 U   04:35:30	22.2	62.8
1447	 02:24:36	2024/2/6	 U   04:35:36	22.2	62.8
1448	 02:24:42	2024/2/6	 U   04:35:42	22.2	62.8
1449	 02:24:48	2024/2/6	 U   04:35:48	22.2	62.8
1450	 02:24:54	2024/2/6	 U   04:35:54	22.2	62.8
1451	 02:25:00	2024/2/6	 U   04:36:00	22.2	62.8
1452	 02:25:06	2024/2/6	 U   04:36:06	22.2	62.8
1453	 02:25:12	2024/2/6	 U   04:36:12	22.2	62.8
1454	 02:25:18	2024/2/6	 U   04:36:18	22.2	62.8
1455	 02:25:24	2024/2/6	 U   04:36:24	22.2	62.8
1456	 02:25:30	2024/2/6	 U   04:36:30	22.2	62.8
1457	 02:25:36	2024/2/6	 U   04:36:36	22.2	62.8
1458	 02:25:42	2024/2/6	 U   04:36:42	22.2	62.8
1459	 02:25:48	2024/2/6	 U   04:36:48	22.2	62.8
1460	 02:25:54	2024/2/6	 U   04:36:54	22.2	62.7
1461	 02:26:00	2024/2/6	 U   04:37:00	22.2	62.7
1462	 02:26:06	2024/2/6	 U   04:37:06	22.2	62.7
1463	 02:26:12	2024/2/6	 U   04:37:12	22.2	62.7
1464	 02:26:18	2024/2/6	 U   04:37:18	22.2	62.7
1465	 02:26:24	2024/2/6	 U   04:37:24	22.2	62.7
1466	 02:26:30	2024/2/6	 U   04:37:30	22.2	62.7
1467	 02:26:36	2024/2/6	 U   04:37:36	22.2	62.7
1468	 02:26:42	2024/2/6	 U   04:37:42	22.2	62.6
1469	 02:26:48	2024/2/6	 U   04:37:48	22.2	62.6
1470	 02:26:54	2024/2/6	 U   04:37:54	22.2	62.7
1471	 02:27:00	2024/2/6	 U   04:38:00	22.2	62.6
1472	 02:27:06	2024/2/6	 U   04:38:06	22.2	62.7
1473	 02:27:12	2024/2/6	 U   04:38:12	22.2	62.6
1474	 02:27:18	2024/2/6	 U   04:38:18	22.2	62.6
1475	 02:27:24	2024/2/6	 U   04:38:24	22.2	62.6
1476	 02:27:30	2024/2/6	 U   04:38:30	22.2	62.6
1477	 02:27:36	2024/2/6	 U   04:38:36	22.2	62.6
1478	 02:27:42	2024/2/6	 U   04:38:42	22.2	62.6
1479	 02:27:48	2024/2/6	 U   04:38:48	22.2	62.6
1480	 02:27:54	2024/2/6	 U   04:38:54	22.2	62.6
1481	 02:28:00	2024/2/6	 U   04:39:00	22.2	62.6
1482	 02:28:06	2024/2/6	 U   04:39:06	22.2	62.6
1483	 02:28:12	2024/2/6	 U   04:39:12	22.2	62.7
1484	 02:28:18	2024/2/6	 U   04:39:18	22.2	62.7
1485	 02:28:24	2024/2/6	 U   04:39:24	22.2	62.7
